1	Viêm_Phần_Phụ_Có	Nc	O	3	sub
11	15	M	O	12	det
12	thang	N	O	7	tmp
13	.	CH	O	7	punct
1	Bài	N	O	0	root
2	2	M	O	1	det
3	:	CH	O	1	punct
4	Mạt	N	O	1	nmod
5	dược	N	O	4	nmod
6	,	CH	O	4	punct
7	bồ	N	O	4	nmod
8	hoàng	N	O	7	nmod
9	,	CH	O	1	punct
10	thảo	V	O	1	nmod
11	linh_chi	N	O	10	dob
12	mỗi	L	O	13	det
13	thư	N	O	18	sub
14	s	A	O	13	nmod
15	6	M	O	16	det
16	g	Nu	O	14	amod
17	;	CH	O	1	punct
18	thược_dược	N	O	1	nmod
19	và	Cc	O	13	coord
20	đương_quy	N	O	19	conj
21	mỗi	M	O	22	det
22	thứ	N	O	1	nmod
23	12	M	O	24	det
24	g	Nu	O	22	nmod
25	;	CH	O	1	punct
26	tiền	N	O	1	nmod
27	hồ	N	O	26	nmod
28	10	M	O	29	det
29	g	Nu	O	26	nmod
30	;	CH	O	1	punct
31	Bào	N	O	1	nmod
32	khương	N	O	31	nmod
33	,	CH	O	1	punct
34	hồi	N	O	31	tmp
35	cần	V	O	34	nmod
36	,	CH	O	41	punct
37	quế	N	O	34	nmod
38	tâm	N	O	37	nmod
39	mỗi	L	O	40	det
40	vị	Nc	O	37	nmod
41	4g	N	O	40	nmod
42	.	CH	O	40	punct
1	Sắc	V	O	0	root
2	thuốc	N	O	1	vmod
3	với	E	O	1	vmod
4	5	M	O	5	det
5	bát	N	O	3	pob
6	nước	N	O	5	nmod
7	đến	E	O	1	tmp
8	khi	N	O	7	pob
9	còn	R	O	11	nmod
10	3	M	O	11	det
11	bát	N	O	7	pob
12	.	CH	O	1	punct
1	Chia	N	O	3	sub
2	thuốc	N	O	1	nmod
3	thành	V	O	0	root
4	3	M	O	5	det
5	phần	N	O	3	dob
6	,	CH	O	3	punct
7	uống	V	O	3	vmod
8	vào	E	O	7	tmp
9	sáng	N	O	8	pob
10	,	CH	O	3	punct
11	trưa	N	O	9	nmod
12	và	Cc	O	3	coord
13	tối	N	O	12	conj
14	.	CH	O	3	punct
1	Kiên_trì	V	O	0	root
2	sử_dụng	V	O	1	vmod
3	15	M	O	4	det
4	thang	N	O	2	dob
5	.	CH	O	1	punct
1	Bài_thuốc	N	O	5	sub
2	Phụ_Khang_Tán	Np	O	1	nmod
3	:	CH	O	1	punct
4	Đây	P	O	5	sub
5	là	V	O	0	root
6	bài_thuốc	N	O	5	dob
7	được	V	O	6	nmod
8	nghiên_cứu	V	O	7	vmod
9	và	Cc	O	6	nmod
10	ứng_dụng	V	O	6	nmod
11	tại	E	O	10	loc
12	Trung_tâm	N	B-ORG	11	pob
13	Thừa_Kế	Np	I-ORG	12	nmod
14	và	Cc	O	13	coord
15	Ứng_dụng	Np	O	14	conj
16	Đông_y	Np	O	6	nmod
17	Việt_Nam	Np	O	16	nmod
18	.	CH	O	5	punct
1	Bài_thuốc	N	O	0	root
2	gồm	V	O	1	nmod
3	hai	M	O	4	det
4	dạng	N	O	2	dob
5	thuốc	N	O	4	nmod
6	được	V	O	4	nmod
7	sử_dụng	V	O	6	vmod
8	kết_hợp	V	O	7	vmod
9	nhằm	V	O	8	vmod
10	mang	V	O	9	vmod
11	lại	V	O	10	adv
12	hiệu_quả	N	O	10	dob
13	điều_trị	V	O	12	nmod
14	viêm	N	O	13	dob
15	phần_phụ	N	O	14	nmod
16	tối_ưu	A	O	14	nmod
17	từ	E	O	13	loc
18	gốc	N	O	17	pob
19	đến	E	O	17	pmod
20	ngọn	N	O	19	pob
21	.	CH	O	17	punct
1	Bài_thuốc	N	O	0	root
2	uống	V	O	1	nmod
3	:	CH	O	2	punct
4	Kết_hợp	V	O	2	vmod
5	các	L	O	6	det
6	thảo_dược	N	O	4	dob
7	như	C	O	6	coord
8	đương_quy	N	O	7	conj
9	,	CH	O	8	punct
10	hoàng_bá	N	O	8	nmod
11	,	CH	O	8	punct
12	Trinh_nữ	N	O	8	nmod
13	hoàng_cung	N	O	12	nmod
14	,	CH	O	8	punct
15	ích_mẫu	N	O	8	nmod
16	cùng	A	O	12	nmod
17	một_số	L	O	18	det
18	thảo_dược	N	O	16	amod
19	khác	A	O	18	nmod
20	.	CH	O	18	punct
1	:	CH	O	2	punct
2	Kết_hợp	V	O	0	root
3	các	L	O	4	det
4	thảo_dược	N	O	2	dob
5	như	C	O	4	coord
6	đương_quy	N	O	5	conj
7	,	CH	O	6	punct
8	hoàng_bá	N	O	6	nmod
9	,	CH	O	6	punct
10	Trinh_nữ	N	O	6	nmod
11	hoàng_cung	N	O	10	nmod
12	,	CH	O	6	punct
13	ích_mẫu	N	O	6	nmod
14	cùng	A	O	10	nmod
15	một_số	L	O	16	det
16	thảo_dược	N	O	14	amod
17	khác	A	O	16	nmod
18	.	CH	O	2	punct
1	Thuốc	N	O	3	sub
2	ngâm	V	O	1	nmod
3	rửa	V	O	0	root
4	:	CH	O	3	punct
5	Thành_phần	N	O	10	sub
6	gồm	V	O	5	nmod
7	xuyên_khung	A	O	6	vmod
8	,	CH	O	6	punct
9	xà	N	O	4	sub
10	sàng	V	O	9	nmod
11	tử	V	O	10	vmod
12	,	CH	O	10	punct
13	đan	V	O	10	vmod
14	sâm	N	O	10	vmod
15	,	CH	O	6	punct
16	bạch_đồng_nữ	N	O	14	nmod
17	,	CH	O	6	punct
18	bạch_chỉ	N	O	13	vmod
19	…	CH	O	3	punct
1	Tuỳ	V	O	0	root
2	theo	V	O	1	vmod
3	tình_trạng	N	O	2	pob
4	viêm_nhiễm	V	O	3	nmod
5	,	CH	O	1	punct
6	Phụ_Khang	Np	B-PER	1	sub
7	tán	V	O	1	vmod
8	sẽ	R	O	9	adv
9	được	V	O	7	vmod
10	gia_giảm	V	O	9	vmod
11	thành_phần	N	O	10	dob
12	cho	E	O	10	prp
13	phù_hợp	V	O	12	vmod
14	.	CH	O	1	punct
1	Thuốc	N	O	3	sub
2	Đông_y	Np	O	1	nmod
3	có	V	O	0	root
4	ưu_điểm	N	O	3	dob
5	lành_tính	N	O	4	nmod
6	,	CH	O	3	punct
7	điều_trị	V	O	3	vmod
8	viêm	N	O	7	dob
9	phần_phụ	N	O	8	nmod
10	hiệu_quả	N	O	8	nmod
11	tận	E	O	8	loc
12	gốc	N	O	11	pob
13	,	CH	O	3	punct
14	ngăn_ngừa	N	O	16	sub
15	bệnh	N	O	14	nmod
16	tái_phát	V	O	3	dep
17	.	CH	O	3	punct
1	Tuy_nhiên	C	O	3	dep
2	thuốc	N	O	3	sub
3	phát_huy	V	O	0	root
4	tác_dụng	N	O	3	dob
5	chậm	A	O	4	nmod
6	,	CH	O	4	punct
7	người_bệnh	N	O	8	sub
8	cần	V	O	4	nmod
9	kiên_trì	V	O	8	vmod
10	và	Cc	O	8	coord
11	áp_dụng	V	O	10	conj
12	đúng	A	O	11	vmod
13	liệu_trình	N	O	12	amod
14	để	E	O	8	prp
15	nhận	V	O	14	vmod
16	được	R	O	15	adv
17	kết_quả	N	O	15	dob
18	tốt	A	O	17	nmod
19	nhất	R	O	18	amod
20	.	CH	O	3	punct
1	Phẫu_thuật	N	O	2	sub
2	chữa	V	O	0	root
3	viêm	N	O	2	dob
4	phần_phụ	N	O	3	nmod
5	Đây	P	O	6	sub
6	là	V	O	2	dep
7	giải_pháp	N	O	6	vmod
8	thường	R	O	10	adv
9	được	R	O	10	adv
10	áp_dụng	V	O	15	vmod
11	trong	E	O	10	loc
12	trường_hợp	N	O	11	pob
13	bệnh	N	O	12	nmod
14	đã	R	O	15	adv
15	tiến_triển	V	O	18	prd
16	nặng	A	O	15	vmod
17	,	CH	O	2	punct
18	có_thể	R	O	19	adv
19	kèm	V	O	2	vmod
20	theo	V	O	19	vmod
21	biến_chứng	N	O	20	dob
22	và	Cc	O	2	coord
23	việc	N	O	27	sub
24	dùng	V	O	23	nmod
25	thuốc	N	O	24	dob
26	không	R	O	27	adv
27	mang	V	O	22	conj
28	lại	V	O	27	vmod
29	kết_quả	N	O	27	dob
30	.	CH	O	2	punct
1	Bác_sĩ	N	O	3	sub
2	có_thể	R	O	3	adv
3	chỉ_định	V	O	0	root
4	mổ	V	O	3	vmod
5	nội_soi	N	O	4	dob
6	để	E	O	4	prp
7	loại_trừ	V	O	6	vmod
8	vùng	N	O	7	vmod
9	viêm_nhiễm	N	O	8	nmod
10	.	CH	O	3	punct
1	Những	L	O	2	det
2	trường_hợp	N	O	14	tpc
3	viêm	N	O	2	nmod
4	nặng	A	O	3	nmod
5	,	CH	O	2	punct
6	có	V	O	2	nmod
7	kèm	V	O	6	vmod
8	mủ	N	O	7	dob
9	hoặc	Cc	O	8	coord
10	khối	N	O	9	conj
11	áp	V	O	10	nmod
12	xe	N	O	11	dob
13	thì	C	O	14	dep
14	cần	V	O	0	root
15	dẫn_lưu	V	O	14	vmod
16	mủ	N	O	15	dob
17	hoặc	Cc	O	14	coord
18	mổ	V	O	17	conj
19	mở	V	O	18	vmod
20	để	E	O	19	prp
21	dễ	A	O	20	dep
22	quan_sát	V	O	21	vmod
23	và	Cc	O	14	coord
24	thao_tác	V	O	23	conj
25	hơn	A	O	24	vmod
26	.	CH	O	14	punct
1	Bên	N	O	9	adv
2	cạnh	N	O	1	nmod
3	các	L	O	4	det
4	biện_pháp	N	O	1	nmod
5	kể	V	O	4	nmod
6	trên	N	O	5	vmod
7	,	CH	O	9	punct
8	người_bệnh	N	O	9	sub
9	cần	V	O	0	root
10	chủ_động	V	O	9	vmod
11	thực_hiện	V	O	10	vmod
12	các	L	O	13	det
13	biện_pháp	N	O	11	dob
14	hỗ_trợ	V	O	13	nmod
15	điều_trị	V	O	14	vmod
16	như	C	O	13	nmod
17	:	CH	O	13	punct
18	Vệ_sinh	V	O	13	nmod
19	vùng	N	O	18	loc
20	kín	A	O	19	nmod
21	sạch_sẽ	A	O	20	amod
22	,	CH	O	13	punct
23	đúng	A	O	13	nmod
24	cách	N	O	23	amod
25	Quan_hệ	N	O	24	nmod
26	tình_dục	N	O	25	nmod
27	chung_thuỷ	A	O	24	nmod
28	,	CH	O	9	punct
29	có	V	O	9	vmod
30	biện_pháp	N	O	29	dob
31	tránh	V	O	30	nmod
32	thai	N	O	31	dob
33	an_toàn	A	O	32	nmod
34	Xây_dựng	V	O	33	vmod
35	lối	N	O	34	dob
36	sống	V	O	35	nmod
37	khoa_học	N	O	35	nmod
38	,	CH	O	9	punct
39	chế_độ	N	O	44	sub
40	ăn_uống	V	O	39	nmod
41	hợp_lý	A	O	40	vmod
42	nhằm	V	O	9	vmod
43	nâng	V	O	42	vmod
44	cao	A	O	43	vmod
45	sức	N	O	43	dob
46	đề_kháng	V	O	45	nmod
47	.	CH	O	9	punct
1	Áp_dụng	V	O	0	root
2	một_số	L	O	3	det
3	mẹo	N	O	1	dob
4	dân_gian	N	O	3	nmod
5	:	CH	O	3	punct
6	Dùng	V	O	3	nmod
7	lá	N	O	6	dob
8	trầu	N	O	7	nmod
9	,	CH	O	7	punct
10	chè_xanh	N	O	7	nmod
11	,	CH	O	7	punct
12	lá	N	O	7	nmod
13	ổi	N	O	12	nmod
14	,	CH	O	7	punct
15	diếp_cá	N	O	7	nmod
16	…	CH	O	3	punct
17	nấu	V	O	3	nmod
18	nước	N	O	17	dob
19	xông_hơi	V	O	17	prp
20	hoặc	Cc	O	3	coord
21	rửa	V	O	20	conj
22	vùng	N	O	21	dob
23	kín	A	O	22	nmod
24	từ	E	O	3	nmod
25	2	M	O	28	det
26	–	CH	O	28	punct
27	3	M	O	28	det
28	lần	N	O	24	pob
29	/	CH	O	28	punct
30	tuần	N	O	28	nmod
31	.	CH	O	1	punct
1	Như_vậy	C	O	5	dep
2	bài	N	O	5	sub
3	viết	V	O	2	nmod
4	đã	R	O	5	adv
5	giải_đáp	V	O	0	root
6	kỹ_càng	A	O	5	vmod
7	vấn_đề	N	O	5	dob
8	viêm	V	O	7	nmod
9	phần_phụ	N	O	8	dob
10	có_thai	V	O	7	nmod
11	được	R	O	10	adv
12	không	R	O	10	adv
13	,	CH	O	5	punct
14	đồng_thời	R	O	15	adv
15	gợi_ý	V	O	5	vmod
16	những	L	O	17	det
17	biện_pháp	N	O	15	dob
18	điều_trị	V	O	17	nmod
19	hiệu_quả	N	O	18	dob
20	.	CH	O	5	punct
1	Chị_em	N	O	3	sub
2	nên	C	O	3	dep
3	chú_ý	V	O	0	root
4	theo_dõi	V	O	3	vmod
5	các	L	O	6	det
6	dấu_hiệu	N	O	4	dob
7	bất_thường	A	O	6	nmod
8	của	E	O	6	nmod
9	cơ_thể	N	O	8	pob
10	,	CH	O	3	punct
11	nếu	C	O	12	dep
12	nghi_ngờ	V	O	9	nmod
13	mắc	V	O	12	vmod
14	bệnh	N	O	13	dob
15	hãy	R	O	16	amod
16	sớm	A	O	12	prd
17	đi	V	O	16	vmod
18	khám	V	O	17	vmod
19	để	E	O	17	prp
20	được	V	O	19	vmod
21	bác_sĩ	N	O	22	sub
22	chỉ_định	V	O	20	vmod
23	biện_pháp	N	O	22	dob
24	điều_trị	V	O	23	nmod
25	phù_hợp	V	O	24	vmod
26	.	CH	O	3	punct
