1	Viêm_Cổ_Tử_Cung	Np	B-PER	2	sub
8	lối	N	O	7	pob
9	sống	V	O	8	nmod
10	,	CH	O	6	punct
11	nghỉ_ngơi	V	O	6	vmod
12	hợp_lý	A	O	11	vmod
13	và	Cc	O	6	coord
14	tập_luyện	V	O	13	conj
15	thể_dục	N	O	14	dob
16	để	E	O	6	prp
17	tăng_cường	V	O	16	vmod
18	đề_kháng	V	O	17	vmod
19	,	CH	O	6	punct
20	hỗ_trợ	V	O	6	vmod
21	điều_trị	V	O	20	vmod
22	bệnh	N	O	21	dob
23	tốt	A	O	22	nmod
24	hơn	A	O	23	amod
25	.	CH	O	5	punct
1	Như_vậy	C	O	5	dep
2	bài	N	O	5	sub
3	viết	V	O	2	nmod
4	đã	R	O	5	adv
5	giải_đáp	V	O	0	root
6	kỹ_càng	A	O	5	vmod
7	vấn_đề	N	O	5	dob
8	viêm	N	O	7	nmod
9	cổ	N	O	8	nmod
10	tử_cung	N	O	8	nmod
11	có	V	O	7	nmod
12	quan_hệ	N	O	11	dob
13	được	R	O	11	adv
14	không	R	O	11	adv
15	?	CH	O	5	punct
1	Việc	N	O	9	sub
2	quan_hệ	N	O	1	nmod
3	tình_dục	N	O	2	vmod
4	trong	E	O	1	nmod
5	thời_gian	N	O	4	pob
6	này	P	O	5	det
7	thường	R	O	9	adv
8	không	R	O	9	adv
9	mang	V	O	0	root
10	lại	V	O	9	vmod
11	nhiều	A	O	12	nmod
12	lợi_ích	N	O	10	dob
13	,	CH	O	9	punct
14	ngược_lại	C	O	9	coord
15	khiến	V	O	14	conj
16	bệnh	N	O	15	dob
17	trầm_trọng	A	O	16	nmod
18	và	Cc	O	15	coord
19	khó	A	O	18	conj
20	điều_trị	V	O	19	vmod
21	hơn	A	O	20	vmod
22	.	CH	O	9	punct
1	Chị_em	N	O	3	sub
2	nên	C	O	3	dep
3	kiêng	V	O	0	root
4	quan_hệ	N	O	3	dob
5	và	Cc	O	3	coord
6	điều_trị	V	O	5	conj
7	tích_cực	A	O	6	vmod
8	theo	E	O	6	vmod
9	phác_đồ	N	O	8	pob
10	của	E	O	9	nmod
11	bác_sĩ	N	O	10	pob
12	để	E	O	6	prp
13	bảo_vệ	V	O	12	vmod
14	tốt	A	O	13	vmod
15	cổ	N	O	13	dob
16	tử_cung	N	O	15	nmod
17	nhé	T	O	13	vmod
18	.	CH	O	3	punct
