1	NHỮNG	Ny	B-PER	9	sub
17	gội	V	O	16	conj
18	đầu	N	O	17	dob
19	.	CH	O	4	punct
1	Khi	N	O	0	root
2	ngủ	V	O	1	nmod
3	nên	C	O	2	coord
4	nằm	V	O	3	conj
5	tư_thế	N	O	4	dob
6	đầu	N	O	5	nmod
7	cao	A	O	6	nmod
8	45	M	O	9	det
9	độ	N	O	7	amod
10	là	V	O	4	vmod
11	thoải_mái	A	O	10	vmod
12	nhất	R	O	11	amod
13	.	CH	O	10	punct
1	Điều	N	O	3	sub
2	quan_trọng	A	O	1	nmod
3	là	V	O	0	root
4	phải	V	O	3	vmod
5	thay_đổi	V	O	4	vmod
6	tư_thế	N	O	5	dob
7	liên_tục	A	O	6	nmod
8	sau	E	O	6	tmp
9	vài	L	O	10	det
10	giờ	N	O	8	pob
11	để	E	O	5	prp
12	làm	V	O	11	vmod
13	giảm	V	O	12	vmod
14	sức_ép	N	O	13	dob
15	lên	V	O	10	nmod
16	da	N	O	15	vmod
17	.	CH	O	3	punct
1	Thời_gian	N	O	5	sub
2	nằm	V	O	1	nmod
3	viện	N	O	2	loc
4	thường	R	O	5	adv
5	là	V	O	0	root
6	6-7	M	O	7	det
7	ngày	N	O	5	tmp
8	sau	E	O	7	nmod
9	phẫu_thuật	N	O	8	pob
10	.	CH	O	5	punct
1	Nhiều	A	O	2	nmod
2	người_bệnh	N	O	3	sub
3	cảm_thấy	V	O	0	root
4	bị	V	O	3	vmod
5	suy_sụp	V	O	4	vmod
6	tinh_thần	N	O	5	dob
7	trong	E	O	5	tmp
8	vòng	N	O	7	pob
9	3-4	M	O	10	det
10	ngày	N	O	7	pob
11	đầu	N	O	10	nmod
12	sau	E	O	10	nmod
13	phẫu_thuật	N	O	12	pob
14	,	CH	O	3	punct
15	nhưng	C	O	3	coord
16	cảm_giác	N	O	20	sub
17	này	P	O	16	det
18	sẽ	R	O	20	adv
19	nhanh_chóng	A	O	20	vmod
20	qua	V	O	15	conj
21	đi	V	O	20	vmod
22	khi	N	O	21	tmp
23	sức_khoẻ	V	O	22	nmod
24	dân	N	O	23	dob
25	bình_phục	V	O	24	nmod
26	.	CH	O	3	punct
